"","X","labnr","bp","std","site","lat","lng","db_source"
"39800",42918,"UA-11472",5520,65,"506",46.8344568407755,6.86473364697942,"Laabs"
"39801",42919,"UA-14993",4735,60,"510",46.8270699970848,6.88093525400831,"Laabs"
"39803",42927,"UTC-9299",2305,43,"626",47.1645578062367,7.62820432085702,"Laabs"
"39804",42928,"UTC-9297",2855,41,"626",47.1645578062367,7.62820432085702,"Laabs"
"39805",42929,"ETH-41625",6900,45,"628",47.4765188415921,8.05222450720019,"Laabs"
"39823",42955,"ETH-17598",4980,65,"753",47.3885231598026,8.18837681398331,"Laabs"
"39824",42956,"ETH-17599",4860,60,"753",47.3885231598026,8.18837681398331,"Laabs"
"39825",42957,"ETH-51720",3662,25,"755",46.7427357132225,6.48289763536691,"Laabs"
"39826",42958,"ETH-51721",3521,25,"755",46.7427357132225,6.48289763536691,"Laabs"
"39827",42959,"ETH-51719",3818,33,"755",46.7427357132225,6.48289763536691,"Laabs"
"39828",42960,"ETH-51722",5087,26,"755",46.7427357132225,6.48289763536691,"Laabs"
"39829",42961,"UA-12535",2730,60,"769",46.8333627525919,6.86186126207292,"Laabs"
"39830",42962,"UA-12534",2750,60,"769",46.8333627525919,6.86186126207292,"Laabs"
"39831",42963,"ETH-17116",3790,60,"787",47.0084497725082,7.00819981712796,"Laabs"
"39832",42965,"B-5447",3590,90,"787",47.0084497725082,7.00819981712796,"Laabs"
"39833",42967,"B-5444",3580,90,"787",47.0084497725082,7.00819981712796,"Laabs"
"39834",42975,"ETH-8294",4690,55,"834",46.9228844590252,7.1302180557899,"Laabs"
"39835",42976,"ETH-8293",5050,60,"834",46.9228844590252,7.1302180557899,"Laabs"
"39836",42977,"ETH-8296",4915,55,"834",46.9228844590252,7.1302180557899,"Laabs"
"39837",42978,"ETH-8292",5745,65,"834",46.9228844590252,7.1302180557899,"Laabs"
"39838",42979,"ETH-8291",5700,65,"834",46.9228844590252,7.1302180557899,"Laabs"
"39839",42980,"ETH-8287",5775,60,"834",46.9228844590252,7.1302180557899,"Laabs"
"39840",42981,"ETH-12749",2710,55,"837",46.9263554252329,7.13295575669694,"Laabs"
"39841",42982,"ETH-14929",3095,45,"837",46.9263554252329,7.13295575669694,"Laabs"
"39842",42983,"ETH-12750",3350,70,"837",46.9263554252329,7.13295575669694,"Laabs"
"39843",42985,"ETH-12572",5430,70,"837",46.9263554252329,7.13295575669694,"Laabs"
"39844",42993,"B-4999",3700,40,"843",46.9415075233562,7.14758107090384,"Laabs"
"39845",42994,"ETH-36446",4395,60,"861",47.5438529497848,7.92181392817321,"Laabs"
"39846",42995,"ETH-32152",4555,60,"861",47.5438529497848,7.92181392817321,"Laabs"
"39847",42996,"ETH-36444",4525,55,"861",47.5438529497848,7.92181392817321,"Laabs"
"39848",42997,"ETH-32151",5525,75,"861",47.5438529497848,7.92181392817321,"Laabs"
"39849",42998,"ETH-9882",4145,70,"862",46.9185584256292,7.12735437640287,"Laabs"
"39850",43002,"ETH-11304",4265,50,"1442",46.9200392126341,7.12603273665583,"Laabs"
"39852",43005,"ETH-27900",5740,60,"957",46.8485191221462,6.69083297261982,"Laabs"
"39853",43008,"ARC-94",2914,120,"983",46.8283273222318,6.91854261262569,"Laabs"
"39854",43010,"UA-36446",3560,35,"1010",46.7180299315056,7.1125565426608,"Laabs"
"39855",43011,"UA-36445",4240,35,"1010",46.7180299315056,7.1125565426608,"Laabs"
"39861",43018,"CRG-350",3300,100,"1026",46.7734407540427,6.54128162662265,"Laabs"
"39862",43019,"B-3520",3520,60,"1026",46.7734407540427,6.54128162662265,"Laabs"
"39863",43026,"ETH-17955",2710,60,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39864",43027,"ETH-18688",2835,55,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39865",43028,"ETH-17956",2875,60,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39866",43029,"ETH-18690",4470,55,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39867",43030,"ETH-20581",4215,60,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39868",43031,"ETH-18689",4385,55,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39869",43032,"ETH-17959",5755,70,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39870",43033,"ETH-17960",5075,70,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39871",43034,"ETH-17141",5030,70,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39872",43035,"ETH-17140",5345,70,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39873",43036,"ETH-20580",5145,60,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39874",43037,"ETH-1742",5535,65,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39875",43038,"ETH-18687",5145,65,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39876",43039,"ETH-18686",5180,55,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39877",43040,"ETH-17962",5325,70,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39878",43041,"ETH-17961",5325,70,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39879",43042,"ETH-17953",5485,70,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39880",43043,"ETH-18692",5520,70,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39881",43044,"ETH-17949",5455,65,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39882",43045,"ETH-17954",5575,80,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39883",43046,"ETH-17951",5570,75,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39884",43047,"ETH-17950",5745,70,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39885",43048,"ETH-17138",5800,75,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39886",43049,"ETH-17952",5670,70,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39887",43050,"ETH-18700",5730,65,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39888",43051,"ETH-17139",5585,65,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39889",43052,"ETH-17947",5990,75,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39890",43053,"ETH-18701",5795,65,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39891",43054,"ETH-17948",5845,70,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39892",43055,"ETH-17137",5745,80,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39893",43056,"ETH-17135",5970,70,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39894",43057,"ETH-17136",5835,70,"1072",46.8860658675341,6.76051517655753,"Laabs"
"39896",43059,"UA-19570",2630,60,"1168",46.8367516892937,6.87388629958727,"Laabs"
"39897",43060,"UA-47867",2651,30,"1168",46.8367516892937,6.87388629958727,"Laabs"
"39898",43061,"UA-13919",2630,60,"1168",46.8367516892937,6.87388629958727,"Laabs"
"39899",43062,"UA-16463",4005,60,"1169",46.8336062702244,6.87457484372258,"Laabs"
"39900",43065,"ETH-57501",3291,29,"1292",46.7610271631485,7.63084994067692,"Laabs"
"39901",43066,"UA-39260",3329,31,"1324",46.877799749976,6.95755486708774,"Laabs"
"39902",43067,"ETH-19398",5070,60,"1329",46.8788651598759,6.75995010050125,"Laabs"
"39903",43068,"ETH-17968",5075,65,"1329",46.8788651598759,6.75995010050125,"Laabs"
"39904",43069,"ETH-19397",5095,65,"1329",46.8788651598759,6.75995010050125,"Laabs"
"39905",43070,"ETH-17967",5120,70,"1329",46.8788651598759,6.75995010050125,"Laabs"
"39906",43071,"ETH-17965",5470,70,"1329",46.8788651598759,6.75995010050125,"Laabs"
"39907",43072,"ETH-17972",5495,70,"1329",46.8788651598759,6.75995010050125,"Laabs"
"39908",43073,"ETH-17966",5495,75,"1329",46.8788651598759,6.75995010050125,"Laabs"
"39909",43074,"ETH-17971",5605,65,"1329",46.8788651598759,6.75995010050125,"Laabs"
"39910",43075,"ETH-17964",4120,70,"1329",46.8788651598759,6.75995010050125,"Laabs"
"39911",43076,"ETH-17970",4465,65,"1329",46.8788651598759,6.75995010050125,"Laabs"
"39912",43077,"ETH-17963",4440,65,"1329",46.8788651598759,6.75995010050125,"Laabs"
"39913",43078,"ETH-17969",4635,65,"1329",46.8788651598759,6.75995010050125,"Laabs"
"39914",43079,"UA-38066",3561,41,"1355",46.7349717869051,6.85074626028084,"Laabs"
"39915",43080,"UA-38222",4003,46,"1355",46.7349717869051,6.85074626028084,"Laabs"
"39916",43081,"UA-38065",4347,43,"1355",46.7349717869051,6.85074626028084,"Laabs"
"39917",43082,"UA-38064",4856,43,"1355",46.7349717869051,6.85074626028084,"Laabs"
"39918",43083,"UA-38220",5766,48,"1355",46.7349717869051,6.85074626028084,"Laabs"
"39919",43093,"UA-15845",4370,80,"231",46.8178780695757,6.8170749749391,"Laabs"
"39922",43098,"LV-608",4290,130,"422",46.9203410256258,6.95467832616325,"Laabs"
"39923",43099,"LV-626",4380,100,"422",46.9203410256258,6.95467832616325,"Laabs"
"39924",43103,"LV-615",4400,100,"422",46.9203410256258,6.95467832616325,"Laabs"
"39925",43106,"LV-624",6850,110,"422",46.9203410256258,6.95467832616325,"Laabs"
"39926",43125,"GRN-8842",3870,60,"636",47.182350590914,8.27745992797014,"Laabs"
"39927",43126,"GRN-8841",4180,60,"636",47.182350590914,8.27745992797014,"Laabs"
"39928",43130,"ETH-17602",5455,60,"753",47.3885231598026,8.18837681398331,"Laabs"
"39929",43131,"ETH-16455",5425,60,"753",47.3885231598026,8.18837681398331,"Laabs"
"39930",43132,"ETH-17600",5380,60,"753",47.3885231598026,8.18837681398331,"Laabs"
"39931",43133,"ETH-17601",5420,65,"753",47.3885231598026,8.18837681398331,"Laabs"
"39932",43134,"ETH-43831",5695,35,"831",47.0203168259014,7.48740096545933,"Laabs"
"39933",43135,"LV-625",5170,130,"866",46.9385251641905,7.12546507814065,"Laabs"
"39934",43136,"ARC-2359",4680,50,"877",46.9356035098137,7.05271891200413,"Laabs"
"39935",43137,"ARC-2360",4575,50,"877",46.9356035098137,7.05271891200413,"Laabs"
"39936",43138,"ETH-44203",4035,30,"1158",47.3282789457385,8.20473131115888,"Laabs"
"39937",43144,"ETH-441951",4053,40,"1240",47.4221623890391,8.3907223480136,"Laabs"
"39938",43145,"ETH-44195.2",4034,29,"1240",47.4221623890391,8.3907223480136,"Laabs"
"39939",43146,"ETH-44197",3940,30,"1240",47.4221623890391,8.3907223480136,"Laabs"
"39940",43147,"ETH-44196.2",4050,30,"1240",47.4221623890391,8.3907223480136,"Laabs"
"39941",43148,"ETH-44198.1",3919,38,"1240",47.4221623890391,8.3907223480136,"Laabs"
"39942",43149,"ETH-44198.2",3911,28,"1240",47.4221623890391,8.3907223480136,"Laabs"
"39943",43150,"ETH-44199.2",3960,30,"1240",47.4221623890391,8.3907223480136,"Laabs"
"39944",43151,"LV-623",5280,110,"1277",47.015193951032,7.03195378055984,"Laabs"
"39945",43152,"LV-616",4150,70,"1278",47.023656272052,7.03359969169581,"Laabs"
"39946",43153,"LV-620",4340,100,"1278",47.023656272052,7.03359969169581,"Laabs"
"39947",43154,"UA-42043",4351,30,"423",46.9217854068331,6.95584706869659,"Laabs"
"39948",43155,"UA-36443",4830,40,"881",46.9357239285433,7.12098957835074,"Laabs"
"39949",43156,"UA-36444",4740,40,"881",46.9357239285433,7.12098957835074,"Laabs"
"39950",43157,"B-7973",4370,80,"1475",47.2500469128586,7.77383247707743,"Laabs"
"39951",43158,"ETH-15182",3555,55,"2384",46.7415172233791,7.6541406046019,"Laabs"
"39952",43159,"ETH-15183",3600,50,"2383",46.7381545494672,7.66701689938691,"Laabs"
"39953",43163,"UTC-9295",2720,42,"3348",47.1600777389342,7.61697770114993,"Laabs"
"39954",43164,"UTC-9296",2690,47,"3348",47.1600777389342,7.61697770114993,"Laabs"
"39955",43165,"UTC-9294",2539,43,"3348",47.1600777389342,7.61697770114993,"Laabs"
"39956",43166,"ETH-43853",4365,30,"2339",47.3472756458873,7.88215415642583,"Laabs"
"39957",43167,"ETH-43851",4385,30,"2339",47.3472756458873,7.88215415642583,"Laabs"
"39958",43168,"ETH-43852",4405,30,"2339",47.3472756458873,7.88215415642583,"Laabs"
"39959",43169,"ETH-43847",4380,30,"2339",47.3472756458873,7.88215415642583,"Laabs"
"39960",43170,"ETH-43848",4405,30,"2339",47.3472756458873,7.88215415642583,"Laabs"
"39961",43171,"ETH-43846",4420,30,"2339",47.3472756458873,7.88215415642583,"Laabs"
"39962",43172,"???-???",4145,20,"1850",47.1725061634562,7.35277846087439,"Laabs"
"39963",43173,"ETH-27530",4980,50,"1242",47.0021883672558,8.36604596399092,"Laabs"
"39964",43174,"ETH-27531",5355,50,"1242",47.0021883672558,8.36604596399092,"Laabs"
"39965",43177,"B-9445",2804,30,"26",46.9159390137079,7.52466071088114,"Laabs"
"39966",43178,"B-9444",2811,29,"26",46.9159390137079,7.52466071088114,"Laabs"
"39967",43179,"UA-49863",2721,35,"36",46.7414995292751,7.1085535206939,"Laabs"
"39968",43180,"UA-49865",2814,35,"36",46.7414995292751,7.1085535206939,"Laabs"
"39969",43181,"UA-46832",2439,32,"36",46.7414995292751,7.1085535206939,"Laabs"
"39970",43182,"UA-47282",2790,33,"36",46.7414995292751,7.1085535206939,"Laabs"
"39974",43188,"ETH-55851",9138,37,"abri Bergilbalm",46.966667,8.75,"Martinez-Grau et al."
"39975",43189,"ETH-63150",9044,35,"abri Bergilbalm",46.966667,8.75,"Martinez-Grau et al."
"39976",43190,"ETH-63685",8912,33,"abri Bergilbalm",46.966667,8.75,"Martinez-Grau et al."
"39977",43191,"ETH-63687",8909,47,"abri Bergilbalm",46.966667,8.75,"Martinez-Grau et al."
"39978",43192,"ETH-63686",8812,33,"abri Bergilbalm",46.966667,8.75,"Martinez-Grau et al."
"40003",43241,"Gif-3343",5080,100,"abri de Gigot",47.2167,6.63333,"Martinez-Grau et al."
"40004",43242,"Gif-3342",4100,110,"abri de Gigot",47.2167,6.63333,"Martinez-Grau et al."
"40051",43301,"Ly-6760",3790,80,"abri de la Roche-aux-Pêcheurs",47.0667,6.66667,"Martinez-Grau et al."
"40052",43302,"Gif-9743",4690,70,"abri de la Roche-aux-Pêcheurs",47.0667,6.66667,"Martinez-Grau et al."
"40053",43303,"Gif-9744",4650,55,"abri de la Roche-aux-Pêcheurs",47.0667,6.66667,"Martinez-Grau et al."
"40054",43304,"Ly-603",4695,50,"abri de la Roche-aux-Pêcheurs",47.0667,6.66667,"Martinez-Grau et al."
"40055",43305,"Ly-602",4245,65,"abri de la Roche-aux-Pêcheurs",47.0667,6.66667,"Martinez-Grau et al."
"40056",43306,"Ly-6759",4215,70,"abri de la Roche-aux-Pêcheurs",47.0667,6.66667,"Martinez-Grau et al."
"40057",43307,"Ly-607",5840,180,"abri de la Roche-aux-Pêcheurs",47.0667,6.66667,"Martinez-Grau et al."
"40058",43310,"Ly-606",6590,70,"abri de la Roche-aux-Pêcheurs",47.0667,6.66667,"Martinez-Grau et al."
"40059",43311,"Gif-9742",3130,40,"abri de la Roche-aux-Pêcheurs",47.0667,6.66667,"Martinez-Grau et al."
"40060",43313,"VERA-2905",235,35,"abri de la Souche",46.75,7.116667,"Martinez-Grau et al."
"40101",43374,"Ly-1194",10730,190,"abri de Rochedane",47.3853,6.7708,"Martinez-Grau et al."
"40102",43377,"UZ-2480",5020,75,"abri des Gripons",47.366667,7.15,"Martinez-Grau et al."
"40240",43725,"Gif-6968",5070,70,"baume de Montandon",47.3192,6.8131,"Martinez-Grau et al."
"40241",43726,"Gif-6967",8490,110,"baume de Montandon",47.3192,6.8131,"Martinez-Grau et al."
"40242",43727,"Lyon-3734",6445,40,"baume de Montandon",47.3192,6.8131,"Martinez-Grau et al."
"40325",43876,"B-57.5",4950,120,"Burgäschisee-Süd ",47.15,7.666667,"Martinez-Grau et al."
"40326",43884,"B-58",4750,100,"Burgäschisee-Süd ",47.15,7.666667,"Martinez-Grau et al."
"40461",44103,"CRG-351",4280,190,"Champ-Vully",46.766667,6.533333,"Martinez-Grau et al."
"40462",44104,"CRG-356",4500,70,"Champ-Vully",46.766667,6.533333,"Martinez-Grau et al."
"40482",44138,"B-659a",5150,120,"Chavannes-le-Chêne",46.783333,6.783333,"Martinez-Grau et al."
"40720",44497,"ETH-18696",5650,65,"Derrière la Croix",46.883333,6.983333,"Martinez-Grau et al."
"40727",44513,"BE-6201.1.1",4510,45,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40728",44514,"MAMS-29648",4465,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40729",44515,"BE-6182.1.1",4385,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40730",44516,"MAMS-29629",4495,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40731",44517,"OxA-36308",4465,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40732",44518,"BE-6193.1.1",4465,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40733",44519,"MAMS-29640",4460,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40734",44520,"BE-6179.1.1",4465,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40735",44521,"MAMS-29626",4465,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40736",44522,"BE-6191.1.1",4225,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40737",44523,"MAMS-29638",4240,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40738",44524,"OxA-36309",4200,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40739",44525,"BE-6190.1.1",4195,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40740",44526,"MAMS-29637",4170,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40741",44527,"OxA-36309a",4065,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40742",44528,"BE-6204.2.1",4385,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40743",44529,"MAMS-29651",4365,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40744",44530,"OxA-36311",4455,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40745",44531,"BE-6188.1.1",4420,50,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40746",44532,"BE-6195.2.1",4400,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40747",44533,"BE-6176.1.1",4485,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40748",44534,"MAMS-29623",4480,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40749",44535,"OxA-36312",4175,30,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40750",44536,"OxA-36313",4395,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40751",44537,"BE-6183.1.1",4480,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40752",44538,"MAMS-29630",4485,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40753",44539,"BE-6199.1.1",4465,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40754",44540,"MAMS-29646",4460,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40755",44541,"BE-6194.1.1",4515,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40756",44542,"MAMS-29641",4455,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40757",44543,"BE-6202.1.1",4530,40,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40758",44544,"BE-9356.1.1",4420,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40759",44545,"BE-6186.1.1",4450,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40760",44546,"MAMS-29633",4505,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40761",44547,"BE-6185.1.1",4455,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40762",44548,"MAMS-29632",4455,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40763",44549,"BE-6196.1.1",4445,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40764",44550,"ETH-52562",4430,30,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40765",44551,"BE-6204.1.1",4705,45,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40766",44552,"MAMS-29635",4440,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40767",44553,"BE-6195.1.1",4930,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40768",44554,"MAMS-29642",4470,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40769",44555,"MAMS-29627",4215,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40770",44556,"MAMS-29645",4465,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40771",44557,"MAMS-29625",4385,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40772",44558,"MAMS-29649",4435,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40773",44559,"MAMS-29643",4510,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40774",44560,"MAMS-29650",4560,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40775",44561,"BE-6177.1.1",4500,40,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40776",44562,"BE-6197.1.1",4955,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40777",44563,"BE-6189.1.1",4490,65,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40778",44564,"BE-6184.1.1",4470,45,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40779",44565,"MAMS-29652",4445,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40780",44566,"OxA-36314",4445,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40781",44567,"MAMS-29624",4455,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40782",44568,"BE-6197.2.1",4420,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40783",44569,"MAMS-29644",4455,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40784",44570,"OxA-36315",4385,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40785",44571,"MAMS-29636",4490,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40786",44572,"OxA-36316",4410,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40787",44573,"BE-6192.1.1",4490,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40788",44574,"MAMS-29639",4470,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40789",44575,"MAMS-29631",4440,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40790",44576,"BE-6200.1.1",4430,40,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40791",44577,"MAMS-29647",4405,25,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40792",44578,"BE-6205.1.1",4440,35,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40793",44579,"BE-6187.1.1",4450,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40794",44580,"MAMS-29634",4525,20,"Dolmen of Oberbipp",47.266667,7.666667,"Martinez-Grau et al."
"40867",44803,"Gif-466",5000,250,"Gonvillars",46.83333,6.66667,"Martinez-Grau et al."
"40868",44804,"Gif-467",3430,200,"Gonvillars",46.83333,6.66667,"Martinez-Grau et al."
"40983",45074,"ETH-38943",5250,35,"Herblingen",47.133365,8.19433,"Martinez-Grau et al."
"41033",45153,"B-4480",5480,60,"Kleiner Hafner",47.366667,8.55,"Martinez-Grau et al."
"41301",45574,"Ly-5956",5265,80,"Le Trou Perdu",47.37333,6.87306,"Martinez-Grau et al."
"41361",45665,"Ly-6665",5980,40,"Les Fiefs",46.79856,8.23197,"Martinez-Grau et al."
"41362",45667,"Ly-6656",5915,35,"Les Fiefs",46.79856,8.23197,"Martinez-Grau et al."
"41363",45668,"Ly-7867",5890,30,"Les Fiefs",46.79856,8.23197,"Martinez-Grau et al."
"41364",45669,"Ly-7869",5880,35,"Les Fiefs",46.79856,8.23197,"Martinez-Grau et al."
"41365",45670,"Ly-7866",5810,30,"Les Fiefs",46.79856,8.23197,"Martinez-Grau et al."
"41366",45671,"Ly-6663",5790,35,"Les Fiefs",46.79856,8.23197,"Martinez-Grau et al."
"41367",45672,"Ly-6664",5790,35,"Les Fiefs",46.79856,8.23197,"Martinez-Grau et al."
"41368",45673,"Ly-7868",5760,35,"Les Fiefs",46.79856,8.23197,"Martinez-Grau et al."
"41369",45674,"Ly-6662",5700,35,"Les Fiefs",46.79856,8.23197,"Martinez-Grau et al."
"41370",45675,"Ly-6661",5685,35,"Les Fiefs",46.79856,8.23197,"Martinez-Grau et al."
"41371",45676,"Ly-6655",5635,35,"Les Fiefs",46.79856,8.23197,"Martinez-Grau et al."
"41372",45677,"Ly-6658",5575,35,"Les Fiefs",46.79856,8.23197,"Martinez-Grau et al."
"41373",45678,"Ly-6657",5570,35,"Les Fiefs",46.79856,8.23197,"Martinez-Grau et al."
"41374",45679,"Ly-6659",5560,35,"Les Fiefs",46.79856,8.23197,"Martinez-Grau et al."
"41387",45727,"ETH-18703",4735,60,"Les Piécettes",47.016667,7.016667,"Martinez-Grau et al."
"41388",45728,"ETH-18705",4725,65,"Les Piécettes",47.016667,7.016667,"Martinez-Grau et al."
"41389",45729,"ETH-18706",4690,60,"Les Piécettes",47.016667,7.016667,"Martinez-Grau et al."
"41390",45730,"ETH-18704",4605,65,"Les Piécettes",47.016667,7.016667,"Martinez-Grau et al."
"41579",46136,"ETH-31467",5465,65,"Praz Berthoud",46.83333,6.683333,"Martinez-Grau et al."
"41580",46137,"ETH-31461",5355,65,"Praz Berthoud",46.83333,6.683333,"Martinez-Grau et al."
"41581",46138,"ETH-31468",5140,60,"Praz Berthoud",46.83333,6.683333,"Martinez-Grau et al."
"41582",46139,"ETH-31466",5860,60,"Praz Berthoud",46.83333,6.683333,"Martinez-Grau et al."
"41583",46140,"ETH-31462",5785,60,"Praz Berthoud",46.83333,6.683333,"Martinez-Grau et al."
"41584",46142,"ETH-31460",5555,60,"Praz Berthoud",46.83333,6.683333,"Martinez-Grau et al."
"41585",46143,"ETH-31465",5545,60,"Praz Berthoud",46.83333,6.683333,"Martinez-Grau et al."
"41586",46144,"ETH-31464",5520,60,"Praz Berthoud",46.83333,6.683333,"Martinez-Grau et al."
"41587",46145,"ETH-31469",5480,60,"Praz Berthoud",46.83333,6.683333,"Martinez-Grau et al."
"41588",46146,"ETH-43824",5475,36,"Praz Berthoud",46.83333,6.683333,"Martinez-Grau et al."
