,ID_site,ID_external,state,federal_state,community,cadastral_section,site_type_1,site_type_2,dat_type,chrono_very_rough,chrono_rough,chrono_complex,LV03_Hochwert_fuzzy,LV03_Rechtswert_fuzzy
1138,899,477.001. \ 11310,CH,Bern,Niederbipp,Oensingen; Lehnfluh und Erlinsburgen,settlement,settlement mineral soil,typological,bronze age,LBA,HaA|B,237666,619726
1139,900,233.001. \ 13698,CH,Bern,Niederhünigen,Hünigenmoos,single find,stray findings (>1),typological,bronze age,,,193321,615445
1140,900,233.001. \ 13698,CH,Bern,Niederhünigen,Hünigenmoos,single find,stray findings (>1),typological,bronze age,MBA,,192670,615927
1141,901,410.000. \ 13701,CH,Bern,Niedermühlern,Niederblacken,single find,single find,typological,bronze age,MBA,,191038,601573
1142,902,210.001. \ 13323,CH,Bern,Niederried bei Interlaken,Ursisbalm,burial place,stone cist single,14-C,neolithic,MN,Egolzwil,174271,637796
1143,903,,CH,Fribourg,Noréaz,Praz des Gueux,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,183607,569947
1144,904,\ 545-546,CH,Luzern,Nottwil,Eishütte,settlement,settlement lakeshore,typological,neolithic,,,220996,654260
1145,905,8/300.1 \,CH,Vaud,Noville,undef.,single find,single find,typological,bronze age,MBA,BzB,137646,558943
1146,906,246/401.1; 246/401.2 \,CH,Vaud,Nyon,L'Asse,settlement,settlement lakeshore,typological,bronze age,LBA,,138421,509167
1147,906,246/401.1; 246/401.2 \,CH,Vaud,Nyon,L'Asse,settlement,settlement lakeshore,typological,neolithic,LN,,138687,508687
1148,907,246/407.0 \,CH,Vaud,Nyon,Petite Prairie,settlement,settlement mineral soil,typological,bronze age,LBA,,139024,507099
1149,908,246/299.1 \,CH,Vaud,Nyon,undef.,single find,single find STONE AXE,typological,neolithic,,,138450,507493
1150,909,246/300.9 \,CH,Vaud,Nyon,undef.,single find,single find,typological,bronze age,,,137933,507773
1151,910,246/300.6 \,CH,Vaud,Nyon,undef.,depot,depot (>1),typological,bronze age,,,138696,507461
1152,911,,CH,Vaud,Nyon,undef.,single find,stray findings (>1),typological,bronze age,LBA,,138679,509292
1153,912,,CH,Vaud,Nyon,Centre d'Enseignement,burial place,grave single,typological,bronze age,LBA,HaB,137930,507873
1154,913,479.009. \ 14187,CH,Bern,Oberbipp,Steingasse,burial place,grave megalithic,14-C,neolithic,LN,Lattrigen,235368,617328
1155,913,479.009. \ 14187,CH,Bern,Oberbipp,Steingasse,burial place,grave megalithic,14-C,neolithic,LN,Luescherz,235101,617060
1156,916,1342 \ 357,CH,Luzern,Oberkirch,Seehäuseren 1,settlement,settlement lakeshore,typological,neolithic,LN,Horgen,224236,651978
1157,917,1797 \ 358,CH,Luzern,Oberkirch,Seehäuseren 2,settlement,settlement lakeshore,typological,neolithic,LN,Horgen,224372,652279
1158,918,1790 \ 658,CH,Luzern,Oberkirch,St. Margrethen,settlement,settlement lakeshore,typological,neolithic,EN,AC/SK,222248,652951
1159,918,1790 \ 658,CH,Luzern,Oberkirch,St. Margrethen,settlement,settlement lakeshore,typological,neolithic,LN,Lattrigen,222271,652918
1160,919,106(A)12,CH,Aargau,Oberklum,Rotkornstrasse I,burial place,grave group (>1<10),typological,bronze age,LBA,HaA,239581,651798
1161,920,106(A)13,CH,Aargau,Oberkulm,Rotkornstrasse II,settlement,settlement mineral soil,typological,bronze age,LBA,BzD,239492,651781
1162,921,,CH,Fribourg,Oberried,undef.,single find,single find,typological,bronze age,MBA,,176764,581639
1163,922,337.008. \ 13526,CH,Bern,Oberwil im Simmental,Chinechälebalm / Hühnerholzbalm,settlement,settlement abri/cave,typological,bronze age,,,169699,602003
1164,923,337.007. \ 12888,CH,Bern,Oberwil im Simmental,Zwergliloch III,settlement,settlement abri/cave,typological,bronze age,,,169211,601798
1165,924,,CH,Solothurn,Oensingen,Gerteten; Chürzacher,settlement,settlement mineral soil,typological,bronze age,,,239264,623849
1166,925,9/301.7 \,CH,Vaud,Ollon,St-Triphon; En la Porte,settlement,settlement mineral soil,14-C,bronze age,LBA,,127623,565085
1167,926,9/301.6 \,CH,Vaud,Ollon,St-Triphon; En la Porte,burial place,grave group (>1<10),typological,bronze age,EBA,BzA2,127040,565117
1168,927,9/300.10 \,CH,Vaud,Ollon,Fenil,single find,single find,typological,prehistoric,,,127878,567143
1169,928,9/301.1 \,CH,Vaud,Ollon,Le Lessus; Champex,burial place,stone cist cemetery (>10),typological,bronze age,,,128049,564993
1170,928,9/301.1 \,CH,Vaud,Ollon,Le Lessus; Champex,burial place,stone cist cemetery (>10),typological,neolithic,,,128194,565104
1171,929,9/301.2; 9/301.13 \,CH,Vaud,Ollon,Le Lessus,settlement,settlement mineral soil,typological,bronze age,,,128017,565036
1172,929,9/301.2; 9/301.13 \,CH,Vaud,Ollon,Le Lessus,settlement,settlement mineral soil,typological,neolithic,,,127622,564458
1173,930,9/305.1 \,CH,Vaud,Ollon,La Maladière,burial place,stone cist group (>1<10),typological,neolithic,,,128995,564907
1174,931,9/300.5 \,CH,Vaud,Ollon,undef.,single find,stray findings (>1),typological,bronze age,,,127526,566133
1175,932,9/302.2 \,CH,Vaud,Ollon,Charpigny,depot,depot (>1),typological,bronze age,,,125856,565026
1176,933,9/301.3 \,CH,Vaud,Ollon,Le Lessus; Pré du Signal,settlement,production place,typological,bronze age,,,127159,564730
1177,934,9/311.0 \,CH,Vaud,Ollon,Derrière la Roche,burial place,grave group (>1<10),typological,bronze age,EBA,BzA2,127693,566797
1178,935,9/302.1; 9/302.2 \,CH,Vaud,Ollon,Charpigny,burial place,stone cist group (>1<10),typological,bronze age,LBA,BzD,126350,565079
1179,935,9/302.1; 9/302.2 \,CH,Vaud,Ollon,Charpigny,burial place,stone cist group (>1<10),typological,bronze age,EBA,BzA2,125763,564811
1180,936,9/304.3 \,CH,Vaud,Ollon,Champ blanc (gravière anex),burial place,grave group (>1<10),typological,bronze age,,,126303,567068
1181,937,9/300.14 \,CH,Vaud,Ollon,En Verschiez; le Four à Chaux,single find,single find,typological,bronze age,,,128780,564916
1182,938,9/299.4 \,CH,Vaud,Ollon,undef.,burial place,grave group (>1<10),typological,bronze age,,,127786,566073
1183,939,9/300.9 \,CH,Vaud,Ollon,Fontaine,single find,single find,typological,bronze age,,,125549,567250
1184,940,9/299.8 \,CH,Vaud,Ollon,undef.,burial place,grave group (>1<10),typological,bronze age,,,127595,565855
1185,941,,CH,Vaud,Ollon,undef.,single find,single find,typological,bronze age,MBA,BzC,127700,566448
1186,942,,CH,Vaud,Ollon,Verschiez,burial place,grave group (>1<10),typological,bronze age,EBA,BzA2,129267,564916
1187,943,,CH,Vaud,Ollon,Villy,burial place,grave group (>1<10),typological,bronze age,EBA,BzA2,126725,566764
1188,944,,CH,Vaud,Ollon,Saint-Triphon; Le Lessus; Fonderie,depot,depot (>1),typological,bronze age,LBA,BzD,127069,564809
1189,945,,CH,Vaud,Ollon,Saint-Triphon; Le Lessus II,burial place,grave group (>1<10),typological,bronze age,LBA,BzD|HaA,127830,564967
1190,945,,CH,Vaud,Ollon,Saint-Triphon; Le Lessus II,burial place,grave group (>1<10),typological,bronze age,EBA,BzA2,127952,564225
1191,946,9/300.3 \,CH,Vaud,Ollon-Le Devens,undef.,single find,single find STONE AXE,typological,neolithic,,,127344,566341
1192,947,104/24 \,CH,Solothurn,Olten,Born-Enge (Kleinholz),settlement,settlement mineral soil,typological,bronze age,,,244229,636232
1193,948,,CH,Solothurn,Olten,Chalchofen,place of production,production place,typological,neolithic,,,244266,634491
1194,949,,CH,Solothurn,Olten,Dickenbännli,burial place,barrow single,typological,bronze age,,,245859,634876
1195,951,,CH,Vaud,Onnens,Beau Site,settlement,settlement mineral soil,typological,bronze age,,,188355,542814
1196,951,,CH,Vaud,Onnens,Beau Site,settlement,settlement mineral soil,typological,bronze age,EBA,BzA2,188274,542471
1197,952,,CH,Vaud,Onnens,Bonvillars,ritual place,menhir single,NA,prehistoric,,,187889,542262
1198,953,121/302.0; 121/302.0 \,CH,Vaud,Onnens,L'Ile,settlement,settlement lakeshore,typological,bronze age,LBA,BzD|HaA,187317,543570
1199,953,121/302.0; 121/302.0 \,CH,Vaud,Onnens,L'Ile,settlement,settlement lakeshore,typological,bronze age,EBA,BzA2,187145,543439
1200,953,121/302.0; 121/302.0 \,CH,Vaud,Onnens,L'Ile,settlement,settlement lakeshore,typological,neolithic,,,187029,543580
1201,954,121/309.0; 121/301.0 \,CH,Vaud,Onnens,La Gare,settlement,settlement lakeshore,typological,bronze age,,,187932,543781
1202,954,121/309.0; 121/301.0 \,CH,Vaud,Onnens,La Gare,settlement,settlement lakeshore,typological,neolithic,,,187500,543905
1203,955,121/308.1 \,CH,Vaud,Onnens,Le Motti I,settlement,settlement mineral soil,typological,bronze age,LBA,HaB,188524,542550
1204,955,121/308.1 \,CH,Vaud,Onnens,Le Motti I,settlement,settlement mineral soil,typological,bronze age,MBA,BzB,188230,542860
1205,955,121/308.1 \,CH,Vaud,Onnens,Le Motti I,settlement,settlement mineral soil,14-C,neolithic,UN,Cortaillod,188557,542958
1206,956,,CH,Vaud,Onnens,Praz Berthoud III,burial place,grave megalithic,typological,neolithic,EN,GBK,189469,543793
1207,957,121/305.6 \,CH,Vaud,Onnens,Praz Berthoud II,burial place,grave single,14-C,neolithic,MN,,189687,543358
1208,958,121/305.3 \,CH,Vaud,Onnens,Praz Berthoud I,settlement,settlement mineral soil,typological,bronze age,MBA,,189534,542622
1209,958,121/305.3 \,CH,Vaud,Onnens,Praz Berthoud I,settlement,settlement mineral soil,typological,neolithic,EN,GBK,189318,542591
1210,959,,CH,Vaud,Onnens,Rosselet,settlement,settlement mineral soil,typological,bronze age,,,189353,543510
1211,960,,CH,Vaud,Onnens,Sous le Crêt-de-Chaux,settlement,settlement mineral soil,typological,bronze age,LBA,,188147,543776
1212,960,,CH,Vaud,Onnens,Sous le Crêt-de-Chaux,settlement,settlement mineral soil,14-C,bronze age,EBA,BzA2,188490,544301
1213,961,121/308.2 \,CH,Vaud,Onnens,Le Motti II,settlement,settlement mineral soil,typological,neolithic,EN,GBK,188659,542827
1214,963,121/313.0 \,CH,Vaud,Onnens,Les Verchères,settlement,settlement mineral soil,typological,bronze age,LBA,,188118,543645
1215,964,121/300.2 \,CH,Vaud,Onnens,Près du Village,single find,single find,typological,bronze age,,,188733,543644
1216,965,,CH,Vaud,Orbe,Boscéaz,settlement,settlement mineral soil,typological,bronze age,,,178036,531220
1217,966,271/300.5 \,CH,Vaud,Orbe,Jardin Pierrefleur,single find,single find STONE AXE,typological,neolithic,,,175562,532049
1218,967,271/300.11 \,CH,Vaud,Orbe,undef.,single find,single find,typological,bronze age,LBA,,175997,532013
1219,968,271/300.4 \,CH,Vaud,Orbe,undef.,single find,single find,typological,bronze age,,,175452,532409
1220,969,10/300.1 \,CH,Vaud,Ormont-Dessous,Col des Mosses,single find,single find,typological,bronze age,LBA,BzD,139554,574267
1221,970,10/300.3 \,CH,Vaud,Ormont-Dessous,Le Sepey,single find,single find,typological,bronze age,,,135500,570781
1222,971,11/300.2 \,CH,Vaud,Ormont-Dessus,Vire-aux-Dames,single find,single find,typological,bronze age,LBA,HaB,133168,583349
1223,972,,CH,Vaud,Orny,Sous-Mormont,settlement,settlement mineral soil,typological,bronze age,LBA,,168976,529790
1224,973,292/300.1 \,CH,Vaud,Oron-la-Ville,Forêt de Chaney,single find,single find,typological,bronze age,MBA,BzC,157751,553452
1225,974,,CH,Bern,Orpund,Gottstatt Nidau-Büren Kanal,single find,single find,typological,bronze age,LBA,HaA,221265,590851
1226,975,,CH,Bern,Orpund,Kiesablagerungen,single find,stray findings (>1),typological,bronze age,LBA,BzD|HaA,221852,590244
1227,975,,CH,Bern,Orpund,Kiesablagerungen,single find,stray findings (>1),typological,bronze age,MBA,,221636,590189
1228,976,039.302. \ 13737/14370,CH,Bern,Ostermundigen,Dennikofe (SBZ),settlement,settlement mineral soil,14-C,bronze age,LBA,HaB,199356,604519
1229,977,294/311.0 \,CH,Vaud,Palézieux,La Longeraye,burial place,grave single,typological,bronze age,,,156088,554020
1230,978,294/300.2 \,CH,Vaud,Palézieux,undef.,single find,single find,typological,bronze age,,,155489,554701
1231,979,294/300.1 \,CH,Vaud,Palézieux,undef.,single find,single find,typological,bronze age,,,155144,555163
1232,980,314/410.0 \,CH,Vaud,Payerne,En Planeise,settlement,settlement mineral soil,typological,bronze age,MBA,,188321,561583
1233,981,314/415.0; 314/416.0 \,CH,Vaud,Payerne,La Blancherie,settlement,settlement mineral soil,typological,bronze age,LBA,HaB,185161,562475
1234,982,314/411.0 \,CH,Vaud,Payerne,Neyremont,settlement,settlement mineral soil,14-C,bronze age,EBA,BzA2,186145,560651
1235,983,314/408.2 \,CH,Vaud,Payerne,Route de Bussy,settlement,settlement mineral soil,14-C,bronze age,LBA,BzD,186686,560456
1236,984,314/300.6 \,CH,Vaud,Payerne,undef.,single find,single find STONE AXE,typological,neolithic,,,186878,562139
1237,984,314/300.6 \,CH,Vaud,Payerne,undef.,single find,single find STONE AXE,typological,neolithic,,,186592,561931
1238,985,314/300.7 \,CH,Vaud,Payerne,undef.,single find,single find,typological,bronze age,,,186634,562231
1239,986,72/304.2 \,CH,Vaud,Penthaz,En Muraz,settlement,settlement mineral soil,typological,neolithic,UN,Cortaillod,161723,532828
1240,987,72/300.1 \,CH,Vaud,Penthaz,undef.,single find,single find,typological,prehistoric,,,161366,531320
1241,988,335/300.1 \,CH,Vaud,Perroy,Près du Château,single find,single find STONE AXE,typological,neolithic,,,147366,518576
1242,989,062.017. \ 10537,CH,Bern,Pieterlen,Under-Siedebrunne 3,settlement,settlement mineral soil,typological,bronze age,LBA,HaA,224775,594331
1243,990,,CH,Bern,Pieterlen,Moosgasse,burial place,grave single,typological,bronze age,MBA,,224710,592050
1244,991,28/301.2 \,CH,Vaud,Pizy,Maurmont,depot,depot (>1),typological,bronze age,,,149585,517317
1245,992,28/301.1 \,CH,Vaud,Pizy,Maurmont,burial place,grave group (>1<10),typological,bronze age,,,149568,517185
1246,995,73/300.1 \,CH,Vaud,Pompaples,undef.,single find,single find,typological,bronze age,MBA,BzC,169411,529170
1247,996,,CH,Vaud,Pomy-Cuarny,La Maule; En Essiex; Valaprin; Eschat-de-la-Gauze,settlement,settlement mineral soil,typological,bronze age,EBA,,179475,543748
1248,997,,CH,Neuchâtel,Pont de Thielle,undef.,single find,single find,typological,bronze age,,,208488,569774
1249,998,,CH,Fribourg,Pont-en-Ogoz,Vers les Tours,settlement,settlement mineral soil,typological,bronze age,,,172322,574556
1250,998,,CH,Fribourg,Pont-en-Ogoz,Vers les Tours,settlement,settlement mineral soil,typological,neolithic,,,172580,574990
1251,999,,CH,Fribourg,Pont-la-Ville,Au Peniclet,settlement,settlement abri/cave,typological,bronze age,LBA,,174262,575434
1252,1003,,CH,Fribourg,Porsel,Pra Gremi,single find,single find,typological,bronze age,LBA,BzD,162599,556603
1253,1004,321.005. \ 13330,CH,Bern,Port,Spärsstation,settlement,settlement lakeshore,typological,bronze age,,,218911,587302
1254,1005,321.001.1 \ 13324,CH,Bern,Port,Stüdeli,settlement,settlement lakeshore,typological,bronze age,EBA,,218976,587179
1255,1005,321.001.1 \ 13324,CH,Bern,Port,Stüdeli,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,219151,586508
1256,1005,321.001.1 \ 13324,CH,Bern,Port,Stüdeli,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,218900,587120
1257,1005,321.001.1 \ 13324,CH,Bern,Port,Stüdeli,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,218876,586821
1258,1006,321.000. \ 13754,CH,Bern,Port,Nidau-Büren-Kanal / Zihl,single find,stray findings (>1),typological,bronze age,,,218507,586434
1259,1006,321.000. \ 13754,CH,Bern,Port,Nidau-Büren-Kanal / Zihl,single find,stray findings (>1),typological,neolithic,,,218564,586805
1260,1007,,CH,Bern,Port,Schwadernau,single find,single find,typological,bronze age,LBA,HaA,219152,586687
1261,1008,,CH,Fribourg,Portalban,undef.,single find,stray findings (>1),typological,bronze age,LBA,BzD|HaA,197146,564078
1262,1008,,CH,Fribourg,Portalban,undef.,single find,stray findings (>1),typological,bronze age,EBA,BzA2,196790,563828
1263,1008,,CH,Fribourg,Portalban,undef.,single find,stray findings (>1),typological,prehistoric,,,197413,563371
1264,1009,,CH,Fribourg,Posieaux,Abbaye d'Hauterve,single find,stray findings (>1),typological,bronze age,LBA,,179402,575637
1265,1010,,CH,Fribourg,Posieaux,La Pila,settlement,settlement abri/cave,14-C,bronze age,EBA,BzA2,174495,575723
1266,1010,,CH,Fribourg,Posieaux,La Pila,settlement,settlement abri/cave,14-C,neolithic,EN,,174136,575408
1267,1010,,CH,Fribourg,Posieaux,La Pila,settlement,settlement abri/cave,typological,bronze age,LBA,,174162,575468
1268,1011,,CH,Fribourg,Posieux,Bois de Châtillon,burial place,grave single,typological,bronze age,EBA,,181481,576424
1269,1012,247/301.0 \,CH,Vaud,Prangins,Sadex,settlement,settlement lakeshore,typological,bronze age,LBA,,138279,508953
1270,1013,247/302.0 \,CH,Vaud,Prangins,Promenthouse,settlement,settlement lakeshore,typological,neolithic,,,139362,510058
1271,1015,176/302.0 \,CH,Vaud,Préverenges,Préverenges I,settlement,settlement lakeshore,dendro,bronze age,EBA,BzA2,151773,530552
1272,1015,176/302.0 \,CH,Vaud,Préverenges,Préverenges I,settlement,settlement lakeshore,dendro,bronze age,EBA,BzA2,152100,530622
1273,1016,176/301.0 \,CH,Vaud,Préverenges,Préverenges II,settlement,settlement lakeshore,typological,neolithic,EN,,152355,530639
1274,1017,176/300.2 \,CH,Vaud,Préverenges,Villa des Roseaux,single find,single find,typological,bronze age,,,152343,531295
1275,1018,,CH,Vaud,Préverenges,Est,settlement,settlement lakeshore,typological,bronze age,EBA,BzA2,152293,530850
1276,1019,,CH,Fribourg,Prez-ver-Noréaz,Chaffeiruz,burial place,grave group (>1<10),typological,neolithic,,,182278,568434
1277,1020,,CH,Fribourg,Prez-vers-Siviriez,La Montaneire,settlement,settlement mineral soil,14-C,bronze age,EBA,BzA2,165933,556694
1278,1020,,CH,Fribourg,Prez-vers-Siviriez,La Montaneire,settlement,settlement mineral soil,14-C,bronze age,LBA,BzD,165737,557302
1279,1020,,CH,Fribourg,Prez-vers-Siviriez,La Montaneire,settlement,settlement mineral soil,14-C,bronze age,LBA,HaA|B,166408,557339
1280,1021,148/300.3 \,CH,Vaud,Puidoux,undef.,single find,single find,typological,bronze age,LBA,,149460,549068
1281,1022,136/303.2; 136/303.1 \,CH,Vaud,Pully,Chamblandes,burial place,stone cist cemetery (>10),typological,bronze age,LBA,HaB,151239,539819
1282,1022,136/303.2; 136/303.1 \,CH,Vaud,Pully,Chamblandes,burial place,stone cist cemetery (>10),typological,bronze age,LBA,BzD,151865,540541
1283,1022,136/303.2; 136/303.1 \,CH,Vaud,Pully,Chamblandes,burial place,stone cist cemetery (>10),14-C,neolithic,UN,Cortaillod,152056,539925
1284,1023,136/300.10 \,CH,Vaud,Pully,Avenue du collège,single find,single find STONE AXE,typological,neolithic,,,151669,540315
1285,1024,136/304.0 \,CH,Vaud,Pully,Pierraz-portay,burial place,stone cist cemetery (>10),typological,neolithic,,,151878,539416
1286,1025,,CH,Vaud,Pully,Maison Maillard,burial place,stone cist single,typological,bronze age,EBA,BzA2,151246,540325
1287,1026,273/301.2; 273/301.3 \,CH,Vaud,Rances,Champ-Vully Est,settlement,settlement mineral soil,14-C,bronze age,EBA,,181209,532300
1288,1026,273/301.2; 273/301.3 \,CH,Vaud,Rances,Champ-Vully Est,settlement,settlement mineral soil,typological,bronze age,MBA,,180694,531587
1289,1026,273/301.2; 273/301.3 \,CH,Vaud,Rances,Champ-Vully Est,settlement,settlement mineral soil,14-C,neolithic,EN,GBK,180741,531985
1290,1026,273/301.2; 273/301.3 \,CH,Vaud,Rances,Champ-Vully Est,settlement,settlement mineral soil,typological,neolithic,UN,Cortaillod,180803,532224
1291,1027,273/305.0 \,CH,Vaud,Rances,En Romanel; Montjuvy,burial place,grave single,typological,bronze age,,,180092,529133
1292,1031,105/7 \,CH,Solothurn,Recherswil,Erlenmoos,single find,single find STONE AXE,typological,neolithic,,,222853,613125
1293,1032,,CH,Luzern,Reiden,Liebigen,single find,stray findings (>1),typological,bronze age,,,232744,639277
1294,1032,,CH,Luzern,Reiden,Liebigen,single find,stray findings (>1),typological,prehistoric,,,232442,638786
1295,1036,,CH,Luzern,Retschwil,Seezopf 1,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,229880,661627
1296,1037,,CH,Luzern,Retschwil,Seezopf 2,settlement,settlement lakeshore,typological,neolithic,LN,Horgen,229466,661724
1297,1037,,CH,Luzern,Retschwil,Seezopf 2,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,230049,661425
1298,1038,,CH,Luzern,Retschwil,Stäfligen 1,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,229810,661789
1299,1039,,CH,Luzern,Retschwil,Stäfligen 2,settlement,settlement lakeshore,typological,neolithic,LN,Horgen,229100,661397
1300,1040,338.000. \ 11045,CH,Bern,Reutigen,Hauikiesgrube,single find,single find,typological,bronze age,MBA,,173399,614899
1301,1041,,CH,Fribourg,Ried bei Kerzers,Guggemärli,burial place,barrow single,typological,bronze age,LBA,BzD,200387,581561
1302,1042,,CH,Fribourg,Ried bei Kerzers,Hölle,settlement,settlement mineral soil,14-C,bronze age,MBA,,201604,580445
1303,1043,107/10 \,CH,Solothurn,Riedholz,Aare 1,single find,single find,typological,bronze age,LBA,BzD,231772,612013
1304,1044,107/11 \,CH,Solothurn,Riedholz,Aare 2,single find,stray findings (>1),typological,bronze age,LBA,,231785,612026
1305,1049,13/302.0 \,CH,Vaud,Roche,Châble de Follaterres,settlement,settlement abri/cave,typological,bronze age,MBA,,134767,562092
1306,1049,13/302.0 \,CH,Vaud,Roche,Châble de Follaterres,settlement,settlement abri/cave,typological,bronze age,EBA,,134668,562204
1307,1050,13/299.2 \,CH,Vaud,Roche,undef.,burial place,stone cist single,typological,bronze age,,,134882,561403
1308,1051,108/17 \,CH,Solothurn,Rodersdorf,Limmelen,settlement,settlement mineral soil,typological,bronze age,,,258604,601419
1309,1052,108/23 \,CH,Solothurn,Rodersdorf,Orhau,single find,single find STONE AXE,typological,neolithic,,,259899,602104
1310,1053,108/3 \,CH,Solothurn,Rodersdorf,Strängen,settlement,settlement mineral soil,typological,bronze age,,,259720,600787
1311,1054,108/1 \,CH,Solothurn,Rodersdorf,Hofacker,burial place,grave single,typological,bronze age,LBA,HaB,259254,601905
1312,1055,336/302.0 \,CH,Vaud,Rolle,Fleur d'Eau,settlement,settlement lakeshore,typological,bronze age,LBA,,144964,514896
1313,1056,336/301.0 \,CH,Vaud,Rolle,Ile de la Harpe,settlement,settlement lakeshore,dendro,bronze age,LBA,HaA|B,146469,516126
1314,1056,336/301.0 \,CH,Vaud,Rolle,Ile de la Harpe,settlement,settlement lakeshore,typological,neolithic,EN,,146035,515860
1315,1057,336/300.2 \,CH,Vaud,Rolle,undef.,single find,single find,typological,bronze age,LBA,HaB,146700,515824
1316,1058,274/299.2 \,CH,Vaud,Romainmôtier-Envy,undef.,settlement,settlement abri/cave,typological,neolithic,,,172465,525937
1317,1059,274/301.1 \,CH,Vaud,Romainmôtier-Envy,Le Signal; le Châtelard,depot,depot (>1),typological,bronze age,,,172191,525852
1318,1060,,CH,Fribourg,Romont,Château de Romont,settlement,settlement mineral soil,typological,bronze age,,,171874,560541
1319,1061,325/300.1 \,CH,Vaud,Rougemont,Bonnavaux,single find,single find,typological,bronze age,,,153594,583271
1320,1062,,CH,Bern,Rubigen,Beitenwil,single find,single find,typological,bronze age,LBA,BzD,195762,609505
1321,1063,,CH,Bern,Rubigen,Trimstein-Lusbühl,burial place,grave single,typological,bronze age,EBA,BzA2,194244,611353
1322,1064,389.000. \ 10210,CH,Bern,Saanen,"""Chalet """"Le Jason""""""",single find,single find,typological,bronze age,MBA,BzB,149080,586961
1323,1065,,CH,Obwalden,Sachseln,Büel,single find,stray findings (>1),typological,bronze age,MBA,,191742,662266
1324,1070,179/312.0 \,CH,Vaud,Saint Prex,La Moraine,burial place,grave group (>1<10),typological,bronze age,LBA,HaB,148134,525049
1325,1071,,CH,Neuchâtel,Saint-Aubin - Sauges,Châtelets,single find,single find,typological,bronze age,EBA,BzA2,194331,550174
1326,1072,,CH,Neuchâtel,Saint-Aubin - Sauges,Derrière la Croix,ritual place,menhir alignment (>1),14-C,bronze age,LBA,,193290,549151
1327,1072,,CH,Neuchâtel,Saint-Aubin - Sauges,Derrière la Croix,ritual place,menhir alignment (>1),14-C,neolithic,LN,,193826,548619
1328,1072,,CH,Neuchâtel,Saint-Aubin - Sauges,Derrière la Croix,ritual place,menhir alignment (>1),14-C,neolithic,UN,Cortaillod,193798,548542
1329,1072,,CH,Neuchâtel,Saint-Aubin - Sauges,Derrière la Croix,ritual place,menhir alignment (>1),14-C,neolithic,MN,,193102,548908
1330,1074,,CH,Neuchâtel,Saint-Aubin - Sauges,Fin de Praz,settlement,settlement lakeshore,typological,neolithic,EN,AC/SK,194903,550133
1331,1075,,CH,Neuchâtel,Saint-Aubin - Sauges,Le Rafour,settlement,settlement lakeshore,typological,neolithic,,,193890,550129
1332,1076,,CH,Neuchâtel,Saint-Aubin - Sauges,Port-Conty,settlement,settlement lakeshore,typological,neolithic,EN,AC/SK,194022,549914
1333,1076,,CH,Neuchâtel,Saint-Aubin - Sauges,Port-Conty,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,193580,549876
1334,1076,,CH,Neuchâtel,Saint-Aubin - Sauges,Port-Conty,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,193891,550176
1335,1076,,CH,Neuchâtel,Saint-Aubin - Sauges,Port-Conty,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,194021,549912
1336,1077,,CH,Neuchâtel,Saint-Aubin - Sauges,Tivoli 1,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,193875,549452
1337,1077,,CH,Neuchâtel,Saint-Aubin - Sauges,Tivoli 1,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,193655,549442
1338,1077,,CH,Neuchâtel,Saint-Aubin - Sauges,Tivoli 1,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,193965,549139
1339,1078,,CH,Neuchâtel,Saint-Aubin - Sauges,Tivoli 2,settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,193709,549239
1340,1078,,CH,Neuchâtel,Saint-Aubin - Sauges,Tivoli 2,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,193888,549843
1341,1078,,CH,Neuchâtel,Saint-Aubin - Sauges,Tivoli 2,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,194053,550012
1342,1078,,CH,Neuchâtel,Saint-Aubin - Sauges,Tivoli 2,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,194007,549277
1343,1079,,CH,Neuchâtel,Saint-Aubin - Sauges,Tivoli 3,settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,193600,549293
1344,1079,,CH,Neuchâtel,Saint-Aubin - Sauges,Tivoli 3,settlement,settlement lakeshore,dendro,neolithic,,,193863,549415
1345,1080,,CH,Neuchâtel,Saint-Blaise,Bains des Dames,settlement,settlement lakeshore,typological,bronze age,EBA,,207569,565564
1346,1080,,CH,Neuchâtel,Saint-Blaise,Bains des Dames,settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,207179,565788
1347,1080,,CH,Neuchâtel,Saint-Blaise,Bains des Dames,settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,207739,565994
