,ID_site,ID_external,state,federal_state,community,cadastral_section,site_type_1,site_type_2,dat_type,chrono_very_rough,chrono_rough,chrono_complex,LV03_Hochwert_fuzzy,LV03_Rechtswert_fuzzy
4237,4498,319,CH,Luzern,Kriens,Sternmatt,single find,single find,typological,bronze age,,,210121,666619
4238,4499,1090,CH,Luzern,Meggen,Balmweiher Moosmatte,single find,stray findings (>1),typological,neolithic,,,211333,671367
4239,4500,2384,CH,Luzern,Meggen,Meggerwald,burial place,barrow single,typological,prehistoric,,,225620,647404
4240,4501,2008,CH,Luzern,Reiden,Eichwald Südostrand,single find,single find STONE AXE,typological,neolithic,,,230921,648219
4241,4502,1584,CH,Luzern,Rickenbach,Allmend,single find,single find,typological,prehistoric,,,231208,655839
4242,4503,1585,CH,Luzern,Rickenbach,Gwei,single find,single find STONE AXE,typological,neolithic,,,232568,666322
4243,4504,1782,CH,Luzern,Roggliswil,Steiacher,ritual place,menhir single,typological,prehistoric,,,228677,634158
4244,4505,1698,CH,Luzern,Römerswil,Tempikon Seeufer,settlement,settlement lakeshore,typological,prehistoric,,,225637,650724
4245,4506,1746,CH,Luzern,Schongau,Schwerzeri,single find,single find STONE AXE,typological,neolithic,,,236718,642355
4246,4507,760,CH,Luzern,Sempach,Gruebmatt,settlement,settlement lakeshore,typological,bronze age,EBA,,222532,656264
4247,4508,635,CH,Luzern,Knutwil,Hitzligen I-III,single find,stray findings (>1),typological,prehistoric,,,226110,649013
4248,4509,645,CH,Luzern,Knutwil,Pfisterei,single find,stray findings (>1),typological,prehistoric,,,226637,648675
4249,4510,1802,CH,Luzern,Oberkirch,"Golfplatz A & B - Eichmatte, Schürliweid",single find,stray findings (>1),typological,neolithic,,,223453,650810
4250,4511,1805,CH,Luzern,Oberkirch,"Golfplatz A & B - Friesnau, Haselrain",single find,stray findings (>1),typological,neolithic,,,224362,636369
4251,4512,1803,CH,Luzern,Oberkirch,Golfplatz A & B - Oberhof,single find,stray findings (>1),typological,neolithic,,,223160,651364
4252,4513,1769,CH,Luzern,Oberkirch,Oberkirch allgemein,single find,stray findings (>1),typological,neolithic,,,229325,634558
4253,4514,1795,CH,Luzern,Oberkirch,Seehüseren Allgemein,settlement,settlement lakeshore,typological,neolithic,,,224139,652537
4254,4515,1797,CH,Luzern,Oberkirch,Seehüseren Seematt,settlement,settlement lakeshore,typological,neolithic,,,223537,651047
4255,4516,51,CH,Luzern,Luzern,Vogelmoos Littau,single find,stray findings (>1),typological,prehistoric,,,210690,668563
4256,4517,56,CH,Luzern,Luzern,Winzigen Littau,single find,stray findings (>1),typological,prehistoric,,,214193,662817
4257,4518,1718,CH,Luzern,Sursee,Hirzirank,single find,single find STONE AXE,typological,neolithic,,,225369,651610
4258,4519,1714,CH,Luzern,Sursee,Zeughausstrasse - Kleinfeld,single find,stray findings (>1),typological,prehistoric,,,226023,651127
4259,4520,2411,CH,Luzern,Wauwil,Bifang,single find,stray findings (>1),typological,neolithic,,,224273,644076
4260,4521,2461,CH,Luzern,Wauwil,Nördlich Ronwäldli,single find,single find,typological,prehistoric,,,223655,643291
4261,4522,1506,CH,Luzern,Wauwil,Oberwauwilermoos,single find,stray findings (>1),typological,bronze age,,,225922,645215
4262,4523,2381,CH,Luzern,Wauwil,Oberwauwilermoos östlich Moosstrasse,single find,stray findings (>1),typological,prehistoric,,,212337,670619
4263,4524,2379,CH,Luzern,Wauwil,Sandmatt Station 25,single find,stray findings (>1),typological,neolithic,,,226077,645545
4264,4525,1503,CH,Luzern,Wauwil,Unterwauwilermoos,single find,stray findings (>1),typological,bronze age,,,226200,644589
4265,4526,2028,CH,Luzern,Triengen,Winikon 3 Transitgas Breiten,single find,stray findings (>1),typological,bronze age,,,226412,643231
4266,4527,1087,CH,Luzern,Triengen,Winikon allgemein,ritual place,menhir single,NA,prehistoric,,,232133,646309
4267,4528,2021,CH,Luzern,Triengen,Bad Knutwil Nord,single find,stray findings (>1),typological,prehistoric,,,233474,647840
4268,4529,1485,CH,Luzern,Triengen,Bruggacher,single find,stray findings (>1),typological,prehistoric,,,232030,648487
4269,4530,1493,CH,Luzern,Triengen,Haus Bachmann,single find,single find,typological,prehistoric,,,232769,646463
4270,4531,1980,CH,Luzern,Triengen,Munimatt,single find,stray findings (>1),typological,neolithic,,,231368,647632
4271,4532,1481,CH,Luzern,Triengen,Munimatt Mulde,single find,stray findings (>1),typological,neolithic,,,232070,647658
4272,4533,1471,CH,Luzern,Triengen,Munimatt West Stigli,single find,stray findings (>1),typological,prehistoric,,,232311,647335
4273,4534,1981,CH,Luzern,Triengen,Nassacher,single find,stray findings (>1),typological,prehistoric,,,224570,644431
4274,4535,1477,CH,Luzern,Triengen,Niederhölzli,single find,stray findings (>1),typological,prehistoric,,,233068,648145
4275,4536,1282,CH,Luzern,Mauensee,Bollmatte III (L2.129),single find,stray findings (>1),typological,prehistoric,,,225415,648796
4276,4537,2397,CH,Luzern,Mauensee,Falläsch,single find,single find,typological,bronze age,LBA,,225564,648592
4277,4538,2406,CH,Luzern,Mauensee,Gausmatt (L2.191),single find,stray findings (>1),typological,prehistoric,,,225547,648396
4278,4539,2394,CH,Luzern,Mauensee,Gibelmoos,single find,stray findings (>1),typological,neolithic,,,226707,646680
4279,4540,1285,CH,Luzern,Mauensee,Grundmatt Station 19,single find,stray findings (>1),typological,neolithic,,,225847,645976
4280,4541,2409,CH,Luzern,Mauensee,Horbech Sondierung,single find,stray findings (>1),typological,neolithic,,,226251,645200
4281,4542,1268,CH,Luzern,Mauensee,Mattenhof Ost Station 31,single find,stray findings (>1),typological,prehistoric,,,225555,645756
4282,4543,1281,CH,Luzern,Mauensee,Mauensee III (L2.136),single find,stray findings (>1),typological,prehistoric,,,224974,647911
4283,4544,2474,CH,Luzern,Mauensee,Moos (L2.207),single find,stray findings (>1),typological,prehistoric,,,224581,642812
4284,4545,1279; 1287,CH,Luzern,Mauensee,Moos (L2.55 / Michel Fundort Pt. 505.8); Moos Ost (L2.86 / Michel Fundort Pt. 505.8 Ost),single find,stray findings (>1),typological,neolithic,,,225475,647537
4285,4546,2445,CH,Luzern,Mauensee,Moos Punkt 505.8 Labhart,single find,single find STONE AXE,typological,neolithic,,,224833,645925
4286,4547,1283; 1276; 1284,CH,Luzern,Mauensee,Ronfeld 2/2a (L2.127/132); Ronfeld Ost,single find,stray findings (>1),typological,prehistoric,,,225144,648189
4287,4548,2407,CH,Luzern,Mauensee,Ronfeld West (L2.192),single find,stray findings (>1),typological,prehistoric,,,226012,647359
4288,4549,1274,CH,Luzern,Mauensee,Sandmatt Station 30,single find,stray findings (>1),typological,neolithic,,,225457,645523
4289,4550,1286,CH,Luzern,Mauensee,Sandweid Station 20,single find,stray findings (>1),typological,neolithic,,,226393,646507
4290,4551,1271,CH,Luzern,Mauensee,Turbenmoos,settlement,settlement lakeshore,typological,neolithic,,,225656,649684
4291,4552,2399,CH,Luzern,Mauensee,Westufer Mauensee (Pfahlbau Schwab),settlement,settlement lakeshore,typological,neolithic,,,225209,649436
4292,4553,2458,CH,Luzern,Schötz,Mösli (2.L.206),single find,stray findings (>1),typological,prehistoric,,,225761,645211
4293,4554,2153,CH,Luzern,Schötz,Ohmstal Landsberg,single find,single find STONE AXE,typological,neolithic,,,223682,646022
4294,4555,2114,CH,Luzern,Schötz,Ronmühle allgemein,single find,single find,typological,neolithic,,,226228,642303
4295,4556,2164,CH,Luzern,Schötz,Rorbelmoos A Station 207,single find,stray findings (>1),typological,prehistoric,,,225368,645973
